Hour,Node,Demand_kWh,Loss_Percentage,Storage_Capacity_kWh,Source,Supply_kWh,Cost_per_kWh
41,Node_25,70,3.81,465,Wind,417,0.17
41,Node_25,70,3.81,465,Hydro,426,0.17
41,Node_26,109,8.78,471,Solar,365,0.11
41,Node_26,109,8.78,471,Wind,460,0.17
41,Node_26,109,8.78,471,Hydro,459,0.17
41,Node_27,104,5.43,313,Solar,411,0.11
41,Node_27,104,5.43,313,Wind,497,0.17
41,Node_27,104,5.43,313,Hydro,547,0.17
41,Node_28,129,3.13,242,Solar,312,0.11
41,Node_28,129,3.13,242,Wind,559,0.17
41,Node_28,129,3.13,242,Hydro,502,0.17
41,Node_29,107,7.31,475,Solar,385,0.11
41,Node_29,107,7.31,475,Wind,447,0.17
41,Node_29,107,7.31,475,Hydro,447,0.17
41,Node_3,119,9.84,243,Solar,533,0.11
41,Node_3,119,9.84,243,Wind,539,0.17
41,Node_3,119,9.84,243,Hydro,442,0.17
41,Node_30,153,3.73,331,Solar,389,0.11
41,Node_30,153,3.73,331,Wind,346,0.17
41,Node_30,153,3.73,331,Hydro,498,0.17
41,Node_4,79,3.16,467,Solar,577,0.11
41,Node_4,79,3.16,467,Wind,353,0.17
41,Node_4,79,3.16,467,Hydro,497,0.17
41,Node_5,103,7.8,224,Solar,512,0.11
41,Node_5,103,7.8,224,Wind,311,0.17
41,Node_5,103,7.8,224,Hydro,346,0.17
41,Node_6,50,3.53,266,Solar,471,0.11
41,Node_6,50,3.53,266,Wind,508,0.17
41,Node_6,50,3.53,266,Hydro,377,0.17
41,Node_7,118,4.71,185,Solar,587,0.11
41,Node_7,118,4.71,185,Wind,313,0.17
41,Node_7,118,4.71,185,Hydro,423,0.17
41,Node_8,192,4.47,175,Solar,473,0.11
41,Node_8,192,4.47,175,Wind,420,0.17
41,Node_8,192,4.47,175,Hydro,374,0.17
41,Node_9,121,9.58,443,Solar,412,0.11
41,Node_9,121,9.58,443,Wind,319,0.17
41,Node_9,121,9.58,443,Hydro,436,0.17
42,Node_1,58,7.0,429,Solar,421,0.11
42,Node_1,58,7.0,429,Wind,374,0.17
42,Node_1,58,7.0,429,Hydro,389,0.17
42,Node_10,95,9.74,393,Solar,331,0.11
42,Node_10,95,9.74,393,Wind,542,0.17
42,Node_10,95,9.74,393,Hydro,360,0.17
42,Node_11,199,3.46,158,Solar,521,0.11
42,Node_11,199,3.46,158,Wind,522,0.17
42,Node_11,199,3.46,158,Hydro,437,0.17
42,Node_12,166,2.18,237,Solar,418,0.11
42,Node_12,166,2.18,237,Wind,369,0.17
42,Node_12,166,2.18,237,Hydro,349,0.17
42,Node_13,125,7.76,198,Solar,338,0.11
42,Node_13,125,7.76,198,Wind,510,0.17
42,Node_13,125,7.76,198,Hydro,558,0.17
42,Node_14,74,5.34,291,Solar,567,0.11
42,Node_14,74,5.34,291,Wind,400,0.17
42,Node_14,74,5.34,291,Hydro,406,0.17
42,Node_15,56,2.71,342,Solar,532,0.11
42,Node_15,56,2.71,342,Wind,485,0.17
42,Node_15,56,2.71,342,Hydro,412,0.17
42,Node_16,103,7.47,418,Solar,317,0.11
42,Node_16,103,7.47,418,Wind,431,0.17
42,Node_16,103,7.47,418,Hydro,553,0.17
42,Node_17,63,6.36,148,Solar,448,0.11
42,Node_17,63,6.36,148,Wind,410,0.17
42,Node_17,63,6.36,148,Hydro,417,0.17
42,Node_18,121,9.84,131,Solar,448,0.11
42,Node_18,121,9.84,131,Wind,431,0.17
42,Node_18,121,9.84,131,Hydro,497,0.17
42,Node_19,196,3.82,490,Solar,425,0.11
42,Node_19,196,3.82,490,Wind,319,0.17
42,Node_19,196,3.82,490,Hydro,350,0.17
42,Node_2,112,5.96,197,Solar,537,0.11
42,Node_2,112,5.96,197,Wind,323,0.17
42,Node_2,112,5.96,197,Hydro,544,0.17
42,Node_20,168,5.23,376,Solar,434,0.11
42,Node_20,168,5.23,376,Wind,526,0.17
42,Node_20,168,5.23,376,Hydro,334,0.17
42,Node_21,60,6.34,119,Solar,450,0.11
42,Node_21,60,6.34,119,Wind,453,0.17
42,Node_21,60,6.34,119,Hydro,368,0.17
42,Node_22,131,8.33,253,Solar,535,0.11
42,Node_22,131,8.33,253,Wind,592,0.17
42,Node_22,131,8.33,253,Hydro,348,0.17
42,Node_23,167,6.39,482,Solar,523,0.11
42,Node_23,167,6.39,482,Wind,529,0.17
42,Node_23,167,6.39,482,Hydro,373,0.17
42,Node_24,125,6.9,167,Solar,502,0.11
42,Node_24,125,6.9,167,Wind,501,0.17
42,Node_24,125,6.9,167,Hydro,491,0.17
42,Node_25,156,3.81,465,Solar,555,0.11
42,Node_25,156,3.81,465,Wind,337,0.17
42,Node_25,156,3.81,465,Hydro,560,0.17
42,Node_26,138,8.78,471,Solar,385,0.11
42,Node_26,138,8.78,471,Wind,559,0.17
42,Node_26,138,8.78,471,Hydro,369,0.17
42,Node_27,155,5.43,313,Solar,449,0.11
42,Node_27,155,5.43,313,Wind,487,0.17
42,Node_27,155,5.43,313,Hydro,389,0.17
42,Node_28,103,3.13,242,Solar,534,0.11
42,Node_28,103,3.13,242,Wind,356,0.17
42,Node_28,103,3.13,242,Hydro,559,0.17
42,Node_29,169,7.31,475,Solar,321,0.11
42,Node_29,169,7.31,475,Wind,319,0.17
42,Node_29,169,7.31,475,Hydro,425,0.17
42,Node_3,142,9.84,243,Solar,584,0.11
42,Node_3,142,9.84,243,Wind,572,0.17
42,Node_3,142,9.84,243,Hydro,530,0.17
42,Node_30,122,3.73,331,Solar,568,0.11
42,Node_30,122,3.73,331,Wind,418,0.17
42,Node_30,122,3.73,331,Hydro,594,0.17
42,Node_4,146,3.16,467,Solar,557,0.11
42,Node_4,146,3.16,467,Wind,370,0.17
42,Node_4,146,3.16,467,Hydro,428,0.17
42,Node_5,150,7.8,224,Solar,328,0.11
42,Node_5,150,7.8,224,Wind,303,0.17
42,Node_5,150,7.8,224,Hydro,579,0.17
42,Node_6,118,3.53,266,Solar,512,0.11
42,Node_6,118,3.53,266,Wind,520,0.17
42,Node_6,118,3.53,266,Hydro,399,0.17
42,Node_7,148,4.71,185,Solar,582,0.11
42,Node_7,148,4.71,185,Wind,313,0.17
42,Node_7,148,4.71,185,Hydro,596,0.17
42,Node_8,50,4.47,175,Solar,349,0.11
42,Node_8,50,4.47,175,Wind,302,0.17
42,Node_8,50,4.47,175,Hydro,481,0.17
42,Node_9,88,9.58,443,Solar,394,0.11
42,Node_9,88,9.58,443,Wind,515,0.17
42,Node_9,88,9.58,443,Hydro,473,0.17
43,Node_1,139,7.0,429,Solar,387,0.11
43,Node_1,139,7.0,429,Wind,528,0.17
43,Node_1,139,7.0,429,Hydro,487,0.17
43,Node_10,83,9.74,393,Solar,343,0.11
43,Node_10,83,9.74,393,Wind,485,0.17
43,Node_10,83,9.74,393,Hydro,356,0.17
43,Node_11,70,3.46,158,Solar,577,0.11
43,Node_11,70,3.46,158,Wind,354,0.17
43,Node_11,70,3.46,158,Hydro,330,0.17
43,Node_12,169,2.18,237,Solar,470,0.11
43,Node_12,169,2.18,237,Wind,553,0.17
43,Node_12,169,2.18,237,Hydro,383,0.17
43,Node_13,179,7.76,198,Solar,488,0.11
43,Node_13,179,7.76,198,Wind,323,0.17
43,Node_13,179,7.76,198,Hydro,451,0.17
43,Node_14,137,5.34,291,Solar,483,0.11
43,Node_14,137,5.34,291,Wind,461,0.17
43,Node_14,137,5.34,291,Hydro,335,0.17
43,Node_15,134,2.71,342,Solar,302,0.11
43,Node_15,134,2.71,342,Wind,457,0.17
43,Node_15,134,2.71,342,Hydro,512,0.17
43,Node_16,156,7.47,418,Solar,490,0.11
43,Node_16,156,7.47,418,Wind,381,0.17
43,Node_16,156,7.47,418,Hydro,405,0.17
43,Node_17,128,6.36,148,Solar,417,0.11
43,Node_17,128,6.36,148,Wind,458,0.17
43,Node_17,128,6.36,148,Hydro,519,0.17
43,Node_18,197,9.84,131,Solar,318,0.11
43,Node_18,197,9.84,131,Wind,487,0.17
43,Node_18,197,9.84,131,Hydro,462,0.17
43,Node_19,129,3.82,490,Solar,322,0.11
43,Node_19,129,3.82,490,Wind,359,0.17
43,Node_19,129,3.82,490,Hydro,519,0.17
43,Node_2,145,5.96,197,Solar,329,0.11
43,Node_2,145,5.96,197,Wind,510,0.17
43,Node_2,145,5.96,197,Hydro,569,0.17
43,Node_20,78,5.23,376,Solar,594,0.11
43,Node_20,78,5.23,376,Wind,451,0.17
43,Node_20,78,5.23,376,Hydro,419,0.17
43,Node_21,137,6.34,119,Solar,407,0.11
43,Node_21,137,6.34,119,Wind,408,0.17
43,Node_21,137,6.34,119,Hydro,481,0.17
43,Node_22,195,8.33,253,Solar,580,0.11
43,Node_22,195,8.33,253,Wind,375,0.17
43,Node_22,195,8.33,253,Hydro,405,0.17
43,Node_23,63,6.39,482,Solar,427,0.11
43,Node_23,63,6.39,482,Wind,329,0.17
43,Node_23,63,6.39,482,Hydro,516,0.17
43,Node_24,121,6.9,167,Solar,528,0.11
43,Node_24,121,6.9,167,Wind,416,0.17
43,Node_24,121,6.9,167,Hydro,504,0.17
43,Node_25,129,3.81,465,Solar,410,0.11
43,Node_25,129,3.81,465,Wind,491,0.17
43,Node_25,129,3.81,465,Hydro,369,0.17
43,Node_26,195,8.78,471,Solar,435,0.11
43,Node_26,195,8.78,471,Wind,318,0.17
43,Node_26,195,8.78,471,Hydro,343,0.17
43,Node_27,170,5.43,313,Solar,485,0.11
43,Node_27,170,5.43,313,Wind,472,0.17
43,Node_27,170,5.43,313,Hydro,527,0.17
43,Node_28,174,3.13,242,Solar,443,0.11
43,Node_28,174,3.13,242,Wind,527,0.17
43,Node_28,174,3.13,242,Hydro,483,0.17
43,Node_29,182,7.31,475,Solar,371,0.11
43,Node_29,182,7.31,475,Wind,482,0.17
43,Node_29,182,7.31,475,Hydro,406,0.17
43,Node_3,52,9.84,243,Solar,428,0.11
43,Node_3,52,9.84,243,Wind,412,0.17
43,Node_3,52,9.84,243,Hydro,383,0.17
43,Node_30,98,3.73,331,Solar,560,0.11
43,Node_30,98,3.73,331,Wind,482,0.17
43,Node_30,98,3.73,331,Hydro,549,0.17
43,Node_4,77,3.16,467,Solar,302,0.11
43,Node_4,77,3.16,467,Wind,445,0.17
43,Node_4,77,3.16,467,Hydro,320,0.17
43,Node_5,57,7.8,224,Solar,403,0.11
43,Node_5,57,7.8,224,Wind,415,0.17
43,Node_5,57,7.8,224,Hydro,495,0.17
43,Node_6,53,3.53,266,Solar,523,0.11
43,Node_6,53,3.53,266,Wind,412,0.17
43,Node_6,53,3.53,266,Hydro,477,0.17
43,Node_7,189,4.71,185,Solar,309,0.11
43,Node_7,189,4.71,185,Wind,550,0.17
43,Node_7,189,4.71,185,Hydro,306,0.17
43,Node_8,166,4.47,175,Solar,530,0.11
43,Node_8,166,4.47,175,Wind,550,0.17
43,Node_8,166,4.47,175,Hydro,369,0.17
43,Node_9,167,9.58,443,Solar,518,0.11
43,Node_9,167,9.58,443,Wind,417,0.17
43,Node_9,167,9.58,443,Hydro,426,0.17
44,Node_1,102,7.0,429,Solar,365,0.11
44,Node_1,102,7.0,429,Wind,460,0.17
44,Node_1,102,7.0,429,Hydro,459,0.17
44,Node_10,127,9.74,393,Solar,411,0.11
44,Node_10,127,9.74,393,Wind,497,0.17
44,Node_10,127,9.74,393,Hydro,547,0.17
44,Node_11,119,3.46,158,Solar,312,0.11
44,Node_11,119,3.46,158,Wind,559,0.17
44,Node_11,119,3.46,158,Hydro,502,0.17
44,Node_12,186,2.18,237,Solar,385,0.11
44,Node_12,186,2.18,237,Wind,447,0.17
44,Node_12,186,2.18,237,Hydro,447,0.17
44,Node_13,144,7.76,198,Solar,533,0.11
44,Node_13,144,7.76,198,Wind,539,0.17
44,Node_13,144,7.76,198,Hydro,442,0.17
44,Node_14,78,5.34,291,Solar,389,0.11
44,Node_14,78,5.34,291,Wind,346,0.17
44,Node_14,78,5.34,291,Hydro,498,0.17
44,Node_15,196,2.71,342,Solar,577,0.11
44,Node_15,196,2.71,342,Wind,353,0.17
44,Node_15,196,2.71,342,Hydro,497,0.17
44,Node_16,100,7.47,418,Solar,512,0.11
44,Node_16,100,7.47,418,Wind,311,0.17
44,Node_16,100,7.47,418,Hydro,346,0.17
44,Node_17,166,6.36,148,Solar,471,0.11
44,Node_17,166,6.36,148,Wind,508,0.17
44,Node_17,166,6.36,148,Hydro,377,0.17
44,Node_18,142,9.84,131,Solar,587,0.11
44,Node_18,142,9.84,131,Wind,313,0.17
44,Node_18,142,9.84,131,Hydro,423,0.17
44,Node_19,141,3.82,490,Solar,473,0.11
44,Node_19,141,3.82,490,Wind,420,0.17
44,Node_19,141,3.82,490,Hydro,374,0.17
44,Node_2,101,5.96,197,Solar,412,0.11
44,Node_2,101,5.96,197,Wind,319,0.17
44,Node_2,101,5.96,197,Hydro,436,0.17
44,Node_20,124,5.23,376,Solar,421,0.11
44,Node_20,124,5.23,376,Wind,374,0.17
44,Node_20,124,5.23,376,Hydro,389,0.17
44,Node_21,90,6.34,119,Solar,331,0.11
44,Node_21,90,6.34,119,Wind,542,0.17
44,Node_21,90,6.34,119,Hydro,360,0.17
44,Node_22,199,8.33,253,Solar,521,0.11
44,Node_22,199,8.33,253,Wind,522,0.17
44,Node_22,199,8.33,253,Hydro,437,0.17
44,Node_23,129,6.39,482,Solar,418,0.11
44,Node_23,129,6.39,482,Wind,369,0.17
44,Node_23,129,6.39,482,Hydro,349,0.17
44,Node_24,138,6.9,167,Solar,338,0.11
44,Node_24,138,6.9,167,Wind,510,0.17
44,Node_24,138,6.9,167,Hydro,558,0.17
44,Node_25,96,3.81,465,Solar,567,0.11
44,Node_25,96,3.81,465,Wind,400,0.17
44,Node_25,96,3.81,465,Hydro,406,0.17
44,Node_26,196,8.78,471,Solar,532,0.11
44,Node_26,196,8.78,471,Wind,485,0.17
44,Node_26,196,8.78,471,Hydro,412,0.17
44,Node_27,104,5.43,313,Solar,317,0.11
44,Node_27,104,5.43,313,Wind,431,0.17
44,Node_27,104,5.43,313,Hydro,553,0.17
44,Node_28,180,3.13,242,Solar,448,0.11
44,Node_28,180,3.13,242,Wind,410,0.17
44,Node_28,180,3.13,242,Hydro,417,0.17
44,Node_29,114,7.31,475,Solar,448,0.11
44,Node_29,114,7.31,475,Wind,431,0.17
44,Node_29,114,7.31,475,Hydro,497,0.17
44,Node_3,197,9.84,243,Solar,425,0.11
44,Node_3,197,9.84,243,Wind,319,0.17
44,Node_3,197,9.84,243,Hydro,350,0.17
44,Node_30,85,3.73,331,Solar,537,0.11
44,Node_30,85,3.73,331,Wind,323,0.17
44,Node_30,85,3.73,331,Hydro,544,0.17
44,Node_4,160,3.16,467,Solar,434,0.11
44,Node_4,160,3.16,467,Wind,526,0.17
44,Node_4,160,3.16,467,Hydro,334,0.17
44,Node_5,102,7.8,224,Solar,450,0.11
44,Node_5,102,7.8,224,Wind,453,0.17
44,Node_5,102,7.8,224,Hydro,368,0.17
44,Node_6,65,3.53,266,Solar,535,0.11
44,Node_6,65,3.53,266,Wind,592,0.17
44,Node_6,65,3.53,266,Hydro,348,0.17
44,Node_7,74,4.71,185,Solar,523,0.11
44,Node_7,74,4.71,185,Wind,529,0.17
44,Node_7,74,4.71,185,Hydro,373,0.17
44,Node_8,103,4.47,175,Solar,502,0.11
44,Node_8,103,4.47,175,Wind,501,0.17
44,Node_8,103,4.47,175,Hydro,491,0.17
44,Node_9,52,9.58,443,Solar,555,0.11
44,Node_9,52,9.58,443,Wind,337,0.17
44,Node_9,52,9.58,443,Hydro,560,0.17
45,Node_1,179,7.0,429,Solar,385,0.11
45,Node_1,179,7.0,429,Wind,559,0.17
45,Node_1,179,7.0,429,Hydro,369,0.17
45,Node_10,94,9.74,393,Solar,449,0.11
45,Node_10,94,9.74,393,Wind,487,0.17
45,Node_10,94,9.74,393,Hydro,389,0.17
45,Node_11,161,3.46,158,Solar,534,0.11
45,Node_11,161,3.46,158,Wind,356,0.17
45,Node_11,161,3.46,158,Hydro,559,0.17
45,Node_12,125,2.18,237,Solar,321,0.11
45,Node_12,125,2.18,237,Wind,319,0.17
45,Node_12,125,2.18,237,Hydro,425,0.17
45,Node_13,164,7.76,198,Solar,584,0.11
45,Node_13,164,7.76,198,Wind,572,0.17
45,Node_13,164,7.76,198,Hydro,530,0.17
45,Node_14,112,5.34,291,Solar,568,0.11
45,Node_14,112,5.34,291,Wind,418,0.17
45,Node_14,112,5.34,291,Hydro,594,0.17
45,Node_15,161,2.71,342,Solar,557,0.11
45,Node_15,161,2.71,342,Wind,370,0.17
45,Node_15,161,2.71,342,Hydro,428,0.17
45,Node_16,85,7.47,418,Solar,328,0.11
45,Node_16,85,7.47,418,Wind,303,0.17
45,Node_16,85,7.47,418,Hydro,579,0.17
45,Node_17,56,6.36,148,Solar,512,0.11
45,Node_17,56,6.36,148,Wind,520,0.17
45,Node_17,56,6.36,148,Hydro,399,0.17
45,Node_18,112,9.84,131,Solar,582,0.11
45,Node_18,112,9.84,131,Wind,313,0.17
45,Node_18,112,9.84,131,Hydro,596,0.17
45,Node_19,146,3.82,490,Solar,349,0.11
45,Node_19,146,3.82,490,Wind,302,0.17
45,Node_19,146,3.82,490,Hydro,481,0.17
45,Node_2,145,5.96,197,Solar,394,0.11
45,Node_2,145,5.96,197,Wind,515,0.17
45,Node_2,145,5.96,197,Hydro,473,0.17
45,Node_20,165,5.23,376,Solar,387,0.11
45,Node_20,165,5.23,376,Wind,528,0.17
45,Node_20,165,5.23,376,Hydro,487,0.17
45,Node_21,194,6.34,119,Solar,343,0.11
45,Node_21,194,6.34,119,Wind,485,0.17
45,Node_21,194,6.34,119,Hydro,356,0.17
45,Node_22,86,8.33,253,Solar,577,0.11
45,Node_22,86,8.33,253,Wind,354,0.17
45,Node_22,86,8.33,253,Hydro,330,0.17
45,Node_23,142,6.39,482,Solar,470,0.11
45,Node_23,142,6.39,482,Wind,553,0.17
45,Node_23,142,6.39,482,Hydro,383,0.17
45,Node_24,95,6.9,167,Solar,488,0.11
45,Node_24,95,6.9,167,Wind,323,0.17
45,Node_24,95,6.9,167,Hydro,451,0.17
45,Node_25,166,3.81,465,Solar,483,0.11
45,Node_25,166,3.81,465,Wind,461,0.17
45,Node_25,166,3.81,465,Hydro,335,0.17
45,Node_26,118,8.78,471,Solar,302,0.11
45,Node_26,118,8.78,471,Wind,457,0.17
45,Node_26,118,8.78,471,Hydro,512,0.17
45,Node_27,193,5.43,313,Solar,490,0.11
45,Node_27,193,5.43,313,Wind,381,0.17
45,Node_27,193,5.43,313,Hydro,405,0.17
45,Node_28,183,3.13,242,Solar,417,0.11
45,Node_28,183,3.13,242,Wind,458,0.17
45,Node_28,183,3.13,242,Hydro,519,0.17
45,Node_29,62,7.31,475,Solar,318,0.11
45,Node_29,62,7.31,475,Wind,487,0.17
45,Node_29,62,7.31,475,Hydro,462,0.17
45,Node_3,196,9.84,243,Solar,322,0.11
45,Node_3,196,9.84,243,Wind,359,0.17
45,Node_3,196,9.84,243,Hydro,519,0.17
45,Node_30,175,3.73,331,Solar,329,0.11
45,Node_30,175,3.73,331,Wind,510,0.17
45,Node_30,175,3.73,331,Hydro,569,0.17
45,Node_4,110,3.16,467,Solar,594,0.11
45,Node_4,110,3.16,467,Wind,451,0.17
45,Node_4,110,3.16,467,Hydro,419,0.17
45,Node_5,109,7.8,224,Solar,407,0.11
45,Node_5,109,7.8,224,Wind,408,0.17
45,Node_5,109,7.8,224,Hydro,481,0.17
45,Node_6,73,3.53,266,Solar,580,0.11
45,Node_6,73,3.53,266,Wind,375,0.17
45,Node_6,73,3.53,266,Hydro,405,0.17
45,Node_7,172,4.71,185,Solar,427,0.11
45,Node_7,172,4.71,185,Wind,329,0.17
45,Node_7,172,4.71,185,Hydro,516,0.17
45,Node_8,167,4.47,175,Solar,528,0.11
45,Node_8,167,4.47,175,Wind,416,0.17
45,Node_8,167,4.47,175,Hydro,504,0.17
45,Node_9,172,9.58,443,Solar,410,0.11
45,Node_9,172,9.58,443,Wind,491,0.17
45,Node_9,172,9.58,443,Hydro,369,0.17
46,Node_1,133,7.0,429,Solar,435,0.11
46,Node_1,133,7.0,429,Wind,318,0.17
46,Node_1,133,7.0,429,Hydro,343,0.17
46,Node_10,122,9.74,393,Solar,485,0.11
46,Node_10,122,9.74,393,Wind,472,0.17
46,Node_10,122,9.74,393,Hydro,527,0.17
46,Node_11,53,3.46,158,Solar,443,0.11
46,Node_11,53,3.46,158,Wind,527,0.17
46,Node_11,53,3.46,158,Hydro,483,0.17
46,Node_12,84,2.18,237,Solar,371,0.11
46,Node_12,84,2.18,237,Wind,482,0.17
46,Node_12,84,2.18,237,Hydro,406,0.17
46,Node_13,85,7.76,198,Solar,428,0.11
46,Node_13,85,7.76,198,Wind,412,0.17
46,Node_13,85,7.76,198,Hydro,383,0.17
46,Node_14,199,5.34,291,Solar,560,0.11
46,Node_14,199,5.34,291,Wind,482,0.17
46,Node_14,199,5.34,291,Hydro,549,0.17
46,Node_15,174,2.71,342,Solar,302,0.11
46,Node_15,174,2.71,342,Wind,445,0.17
46,Node_15,174,2.71,342,Hydro,320,0.17
46,Node_16,164,7.47,418,Solar,403,0.11
46,Node_16,164,7.47,418,Wind,415,0.17
46,Node_16,164,7.47,418,Hydro,495,0.17
46,Node_17,186,6.36,148,Solar,523,0.11
46,Node_17,186,6.36,148,Wind,412,0.17
46,Node_17,186,6.36,148,Hydro,477,0.17
46,Node_18,103,9.84,131,Solar,309,0.11
46,Node_18,103,9.84,131,Wind,550,0.17
46,Node_18,103,9.84,131,Hydro,306,0.17
46,Node_19,108,3.82,490,Solar,530,0.11
46,Node_19,108,3.82,490,Wind,550,0.17
46,Node_19,108,3.82,490,Hydro,369,0.17
46,Node_2,181,5.96,197,Solar,518,0.11
46,Node_2,181,5.96,197,Wind,417,0.17
46,Node_2,181,5.96,197,Hydro,426,0.17
46,Node_20,81,5.23,376,Solar,365,0.11
46,Node_20,81,5.23,376,Wind,460,0.17
46,Node_20,81,5.23,376,Hydro,459,0.17
46,Node_21,125,6.34,119,Solar,411,0.11
46,Node_21,125,6.34,119,Wind,497,0.17
46,Node_21,125,6.34,119,Hydro,547,0.17
46,Node_22,145,8.33,253,Solar,312,0.11
46,Node_22,145,8.33,253,Wind,559,0.17
46,Node_22,145,8.33,253,Hydro,502,0.17
46,Node_23,59,6.39,482,Solar,385,0.11
46,Node_23,59,6.39,482,Wind,447,0.17
46,Node_23,59,6.39,482,Hydro,447,0.17
46,Node_24,82,6.9,167,Solar,533,0.11
46,Node_24,82,6.9,167,Wind,539,0.17
46,Node_24,82,6.9,167,Hydro,442,0.17
46,Node_25,173,3.81,465,Solar,389,0.11
46,Node_25,173,3.81,465,Wind,346,0.17
46,Node_25,173,3.81,465,Hydro,498,0.17
46,Node_26,98,8.78,471,Solar,577,0.11
46,Node_26,98,8.78,471,Wind,353,0.17
46,Node_26,98,8.78,471,Hydro,497,0.17
46,Node_27,61,5.43,313,Solar,512,0.11
46,Node_27,61,5.43,313,Wind,311,0.17
46,Node_27,61,5.43,313,Hydro,346,0.17
46,Node_28,74,3.13,242,Solar,471,0.11
46,Node_28,74,3.13,242,Wind,508,0.17
46,Node_28,74,3.13,242,Hydro,377,0.17
46,Node_29,131,7.31,475,Solar,587,0.11
46,Node_29,131,7.31,475,Wind,313,0.17
46,Node_29,131,7.31,475,Hydro,423,0.17
46,Node_3,139,9.84,243,Solar,473,0.11
46,Node_3,139,9.84,243,Wind,420,0.17
46,Node_3,139,9.84,243,Hydro,374,0.17
46,Node_30,117,3.73,331,Solar,412,0.11
46,Node_30,117,3.73,331,Wind,319,0.17
46,Node_30,117,3.73,331,Hydro,436,0.17
46,Node_4,97,3.16,467,Solar,421,0.11
46,Node_4,97,3.16,467,Wind,374,0.17
46,Node_4,97,3.16,467,Hydro,389,0.17
46,Node_5,157,7.8,224,Solar,331,0.11
46,Node_5,157,7.8,224,Wind,542,0.17
46,Node_5,157,7.8,224,Hydro,360,0.17
46,Node_6,129,3.53,266,Solar,521,0.11
46,Node_6,129,3.53,266,Wind,522,0.17
46,Node_6,129,3.53,266,Hydro,437,0.17
46,Node_7,102,4.71,185,Solar,418,0.11
46,Node_7,102,4.71,185,Wind,369,0.17
46,Node_7,102,4.71,185,Hydro,349,0.17
46,Node_8,52,4.47,175,Solar,338,0.11
46,Node_8,52,4.47,175,Wind,510,0.17
46,Node_8,52,4.47,175,Hydro,558,0.17
46,Node_9,99,9.58,443,Solar,567,0.11
46,Node_9,99,9.58,443,Wind,400,0.17
46,Node_9,99,9.58,443,Hydro,406,0.17
47,Node_1,141,7.0,429,Solar,532,0.11
47,Node_1,141,7.0,429,Wind,485,0.17
47,Node_1,141,7.0,429,Hydro,412,0.17
47,Node_10,75,9.74,393,Solar,317,0.11
47,Node_10,75,9.74,393,Wind,431,0.17
47,Node_10,75,9.74,393,Hydro,553,0.17
47,Node_11,143,3.46,158,Solar,448,0.11
47,Node_11,143,3.46,158,Wind,410,0.17
47,Node_11,143,3.46,158,Hydro,417,0.17
47,Node_12,50,2.18,237,Solar,448,0.11
47,Node_12,50,2.18,237,Wind,431,0.17
47,Node_12,50,2.18,237,Hydro,497,0.17
47,Node_13,75,7.76,198,Solar,425,0.11
47,Node_13,75,7.76,198,Wind,319,0.17
47,Node_13,75,7.76,198,Hydro,350,0.17
47,Node_14,163,5.34,291,Solar,537,0.11
47,Node_14,163,5.34,291,Wind,323,0.17
47,Node_14,163,5.34,291,Hydro,544,0.17
47,Node_15,196,2.71,342,Solar,434,0.11
47,Node_15,196,2.71,342,Wind,526,0.17
47,Node_15,196,2.71,342,Hydro,334,0.17
47,Node_16,75,7.47,418,Solar,450,0.11
47,Node_16,75,7.47,418,Wind,453,0.17
47,Node_16,75,7.47,418,Hydro,368,0.17
47,Node_17,164,6.36,148,Solar,535,0.11
47,Node_17,164,6.36,148,Wind,592,0.17
47,Node_17,164,6.36,148,Hydro,348,0.17
47,Node_18,166,9.84,131,Solar,523,0.11
47,Node_18,166,9.84,131,Wind,529,0.17
47,Node_18,166,9.84,131,Hydro,373,0.17
47,Node_19,108,3.82,490,Solar,502,0.11
47,Node_19,108,3.82,490,Wind,501,0.17
47,Node_19,108,3.82,490,Hydro,491,0.17
47,Node_2,192,5.96,197,Solar,555,0.11
47,Node_2,192,5.96,197,Wind,337,0.17
47,Node_2,192,5.96,197,Hydro,560,0.17
47,Node_20,179,5.23,376,Solar,385,0.11
47,Node_20,179,5.23,376,Wind,559,0.17
47,Node_20,179,5.23,376,Hydro,369,0.17
47,Node_21,170,6.34,119,Solar,449,0.11
47,Node_21,170,6.34,119,Wind,487,0.17
47,Node_21,170,6.34,119,Hydro,389,0.17
47,Node_22,105,8.33,253,Solar,534,0.11
47,Node_22,105,8.33,253,Wind,356,0.17
47,Node_22,105,8.33,253,Hydro,559,0.17
47,Node_23,125,6.39,482,Solar,321,0.11
47,Node_23,125,6.39,482,Wind,319,0.17
47,Node_23,125,6.39,482,Hydro,425,0.17
47,Node_24,50,6.9,167,Solar,584,0.11
47,Node_24,50,6.9,167,Wind,572,0.17
47,Node_24,50,6.9,167,Hydro,530,0.17
47,Node_25,192,3.81,465,Solar,568,0.11
47,Node_25,192,3.81,465,Wind,418,0.17
47,Node_25,192,3.81,465,Hydro,594,0.17
47,Node_26,157,8.78,471,Solar,557,0.11
47,Node_26,157,8.78,471,Wind,370,0.17
47,Node_26,157,8.78,471,Hydro,428,0.17
47,Node_27,194,5.43,313,Solar,328,0.11
47,Node_27,194,5.43,313,Wind,303,0.17
47,Node_27,194,5.43,313,Hydro,579,0.17
47,Node_28,190,3.13,242,Solar,512,0.11
47,Node_28,190,3.13,242,Wind,520,0.17
